"Buque";"Matricula";"Fecha";"Latitud";"Longitud";"Velocidad";"Rumbo"
"PIONEROS";"02735";"2025-01-09 08:26:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 08:41:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 08:56:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 09:11:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 09:26:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 09:41:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 09:56:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 10:11:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 10:26:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 10:41:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 10:56:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 11:11:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 11:26:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 11:41:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 11:56:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 12:11:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 12:26:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 12:41:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 12:56:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 13:11:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 13:26:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 13:41:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 13:56:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 14:11:00";"-49,2996666667";"-67,7203333333";"0,0";"205"
"PIONEROS";"02735";"2025-01-09 14:26:00";"-49,2996666667";"-67,7203333333";"0,0";"210"
"PIONEROS";"02735";"2025-01-09 14:41:00";"-49,2996666667";"-67,7203333333";"0,0";"350"
"PIONEROS";"02735";"2025-01-09 14:56:00";"-49,2996666667";"-67,7203333333";"0,0";"350"
"PIONEROS";"02735";"2025-01-09 15:11:00";"-49,2996666667";"-67,7203333333";"0,0";"350"
"PIONEROS";"02735";"2025-01-09 15:26:00";"-49,2996666667";"-67,7203333333";"0,0";"350"
"PIONEROS";"02735";"2025-01-09 15:41:00";"-49,2996666667";"-67,7203333333";"0,0";"350"
"PIONEROS";"02735";"2025-01-09 15:56:00";"-49,2996666667";"-67,7203333333";"0,0";"350"
"PIONEROS";"02735";"2025-01-09 16:11:00";"-49,2996666667";"-67,7203333333";"0,0";"350"
"PIONEROS";"02735";"2025-01-09 16:26:00";"-49,2996666667";"-67,7203333333";"0,0";"350"
"PIONEROS";"02735";"2025-01-09 16:41:00";"-49,2996666667";"-67,7203333333";"0,0";"350"
"PIONEROS";"02735";"2025-01-09 16:56:00";"-49,2996666667";"-67,7203333333";"0,0";"350"
"PIONEROS";"02735";"2025-01-09 17:11:00";"-49,2996666667";"-67,7203333333";"0,0";"350"
